paper_id,material_system,composition,structure,processing_method,key_property,performance_data,application,limitation
P085,Hydrogel,,,,,,,
P085,Polyethylene,,,,,,,
P086,Polyimide,,,,,,,
P086,Polyacrylate,,,,,,,
P086,Polyurethane,,,,,,,
P086,Polysulfide,,,,,,,
P086,Polylactic acid,,,,,,,
P086,PEDOT:PSS,,,,,,,
P086,Ionic liquid,,,,,,,
P086,PEG,,,,,,,
P086,Thiourea,,,,,,,
P086,Elastomer,,,,,,,
P086,PVDF,,,,,,,
P086,Polyethylene,,,,,,,
P087,Polyimide,,,,,,,
P087,Polysiloxane,,,,,,,
P087,Self-healing,,,,,,,
P087,Polyurethane,,,,,,,
P087,Polylactic acid,,,,,,,
P087,PEG,,,,,,,
P087,Shape memory polymer,,,,,,,
P087,Elastomer,,,,,,,
P087,Polyethylene,,,,,,,
P088,Polyimide,,,,,,,
P088,Polysiloxane,,,,,,,
P088,Self-healing,,,,,,,
P088,Polyurethane,,,,,,,
P088,Polyamide,,,,,,,
P088,Polyelectrolyte,,,,,,,
P088,Ionogel,,,,,,,
P088,Polylactic acid,,,,,,,
P088,PDMS,,,,,,,
P088,Ionic liquid,,,,,,,
P088,Chitosan,,,,,,,
P088,Gelatin,,,,,,,
P088,PEG,,,,,,,
P088,Elastomer,,,,,,,
P088,Hydrogel,,,,,,,
P088,Polyethylene,,,,,,,
P089,Furan,,,,,,,
P089,Polyimide,,,,,,,
P089,Polyacrylate,,,,,,,
P089,Polyurethane,,,,,,,
P089,Ionogel,,,,,,,
P089,Polylactic acid,,,,,,,
P089,Ionic liquid,,,,,,,
P089,PEG,,,,,,,
P089,Polyester,,,,,,,
P089,Elastomer,,,,,,,
P089,PVDF,,,,,,,
P089,Polyethylene,,,,,,,
P090,Polyimide,,,,,,,
P090,Polyacrylate,,,,,,,
P090,Polyurethane,,,,,,,
P090,Hydrogel,,,,,,,
P090,Polylactic acid,,,,,,,
P090,Chitosan,,,,,,,
P090,PCL,,,,,,,
P090,Ionic liquid,,,,,,,
P090,PEG,,,,,,,
P090,Elastomer,,,,,,,
P090,PVDF,,,,,,,
P090,Polyethylene,,,,,,,
P091,Polyimide,,,,,,,
P091,Polysiloxane,,,,,,,
P091,Polyurethane,,,,,,,
P091,Polyelectrolyte,,,,,,,
P091,Ionogel,,,,,,,
P091,Polylactic acid,,,,,,,
P091,Ionic liquid,,,,,,,
P091,PEG,,,,,,,
P091,Natural rubber,,,,,,,
P091,Elastomer,,,,,,,
P091,Polyethylene,,,,,,,
P092,Polyimide,,,,,,,
P092,Polyacrylate,,,,,,,
P092,Polysiloxane,,,,,,,
P092,Polyurethane,,,,,,,
P092,Polylactic acid,,,,,,,
P092,Ionic liquid,,,,,,,
P092,Elastomer,,,,,,,
P092,Hydrogel,,,,,,,
P092,Polyethylene,,,,,,,
P093,Polyimide,,,,,,,
P093,Polyacrylate,,,,,,,
P093,Self-healing,,,,,,,
P093,Polyurethane,,,,,,,
P093,Ionogel,,,,,,,
P093,Polylactic acid,,,,,,,
P093,Ionic liquid,,,,,,,
P093,PEG,,,,,,,
P093,Elastomer,,,,,,,
P093,Hydrogel,,,,,,,
P093,Polyethylene,,,,,,,
P094,Furan,,,,,,,
P094,Polyimide,,,,,,,
P094,Polyacrylate,,,,,,,
P094,Polysiloxane,,,,,,,
P094,Self-healing,,,,,,,
P094,Polyurethane,,,,,,,
P094,Polyelectrolyte,,,,,,,
P094,Hydrogel,,,,,,,
P094,Polylactic acid,,,,,,,
P094,Ionogel,,,,,,,
P094,PDMS,,,,,,,
P094,Ionic liquid,,,,,,,
P094,PEG,,,,,,,
P094,Gelatin,,,,,,,
P094,PVDF,,,,,,,
P094,Polyethylene,,,,,,,
P095,Polyimide,,,,,,,
P095,Polyurethane,,,,,,,
P095,Polyelectrolyte,,,,,,,
P095,Polylactic acid,,,,,,,
P095,PEG,,,,,,,
P095,Polyethylene,,,,,,,
P096,Polyimide,,,,,,,
P096,Polyacrylate,,,,,,,
P096,Polysiloxane,,,,,,,
P096,Polyurethane,,,,,,,
P096,Polylactic acid,,,,,,,
P096,Ionic liquid,,,,,,,
P096,PEG,,,,,,,
P096,Chitosan,,,,,,,
P096,PVDF,,,,,,,
P096,Polyethylene,,,,,,,
P097,Polyimide,,,,,,,
P097,Polyacrylate,,,,,,,
P097,Polysiloxane,,,,,,,
P097,Self-healing,,,,,,,
P097,Polyurethane,,,,,,,
P097,Polylactic acid,,,,,,,
P097,PEDOT:PSS,,,,,,,
P097,PDMS,,,,,,,
P097,PCL,,,,,,,
P097,Ionic liquid,,,,,,,
P097,Gelatin,,,,,,,
P097,PEG,,,,,,,
P097,Polyester,,,,,,,
P097,Elastomer,,,,,,,
P097,Hydrogel,,,,,,,
P097,SBR,,,,,,,
P097,Polyethylene,,,,,,,
P098,Polyimide,,,,,,,
P098,Polyacrylate,,,,,,,
P098,Polyurethane,,,,,,,
P098,Polylactic acid,,,,,,,
P098,PDMS,,,,,,,
P098,Ionic liquid,,,,,,,
P098,Chitosan,,,,,,,
P098,PEG,,,,,,,
P098,Elastomer,,,,,,,
P098,Hydrogel,,,,,,,
P098,Polyethylene,,,,,,,
P099,Polyimide,,,,,,,
P099,Block copolymer,,,,,,,
P099,Polyurethane,,,,,,,
P099,Ionogel,,,,,,,
P099,Polylactic acid,,,,,,,
P099,Ionic liquid,,,,,,,
P099,PEG,,,,,,,
P099,Elastomer,,,,,,,
P099,Polyethylene,,,,,,,
P100,Polyimide,,,,,,,
P100,Polyacrylate,,,,,,,
P100,Polysiloxane,,,,,,,
P100,Block copolymer,,,,,,,
P100,Polyamide,,,,,,,
P100,Polyurethane,,,,,,,
P100,Polyelectrolyte,,,,,,,
P100,Polylactic acid,,,,,,,
P100,Ionic liquid,,,,,,,
P100,PEG,,,,,,,
P100,Elastomer,,,,,,,
P100,Polyethylene,,,,,,,
P101,Polyimide,,,,,,,
P101,Self-healing,,,,,,,
P101,Polyurethane,,,,,,,
P101,Ionogel,,,,,,,
P101,Polylactic acid,,,,,,,
P101,Ionic liquid,,,,,,,
P101,Elastomer,,,,,,,
P101,Polyethylene,,,,,,,
P102,Polyimide,,,,,,,
P102,Block copolymer,,,,,,,
P102,Self-healing,,,,,,,
P102,Polyurethane,,,,,,,
P102,Polyamide,,,,,,,
P102,Polyelectrolyte,,,,,,,
P102,Ionogel,,,,,,,
P102,Polylactic acid,,,,,,,
P102,PEDOT:PSS,,,,,,,
P102,Ionic liquid,,,,,,,
P102,PEG,,,,,,,
P102,Shape memory polymer,,,,,,,
P102,Polyester,,,,,,,
P102,Elastomer,,,,,,,
P102,Hydrogel,,,,,,,
P102,Polyethylene,,,,,,,
P103,Polyimide,,,,,,,
P103,Polyurethane,,,,,,,
P103,Ionogel,,,,,,,
P103,Polylactic acid,,,,,,,
P103,PEDOT:PSS,,,,,,,
P103,PDMS,,,,,,,
P103,Ionic liquid,,,,,,,
P103,PEG,,,,,,,
P103,Elastomer,,,,,,,
P103,Polyethylene,,,,,,,
P104,Polyimide,,,,,,,
P104,Polyurethane,,,,,,,
P104,BaTiO3,,,,,,,
P104,Polylactic acid,,,,,,,
P104,PEG,,,,,,,
P104,Elastomer,,,,,,,
P104,SBR,,,,,,,
P104,Polyethylene,,,,,,,
P105,Polyimide,,,,,,,
P105,Polyurethane,,,,,,,
P105,Polylactic acid,,,,,,,
P105,Elastomer,,,,,,,
P105,Polyethylene,,,,,,,
P106,Polylactic acid,,,,,,,
P106,Polyimide,,,,,,,
P106,Polyurethane,,,,,,,
P106,Polyethylene,,,,,,,
P107,Polyimide,,,,,,,
P107,Polyurethane,,,,,,,
P107,BaTiO3,,,,,,,
P107,Hydrogel,,,,,,,
P107,Polylactic acid,,,,,,,
P107,PDMS,,,,,,,
P107,Elastomer,,,,,,,
P107,PVDF,,,,,,,
P107,Polyethylene,,,,,,,
P108,Polyimide,,,,,,,
P108,Polyurethane,,,,,,,
P108,Polylactic acid,,,,,,,
P108,Elastomer,,,,,,,
P108,Polyethylene,,,,,,,
P109,Polylactic acid,,,,,,,
P109,Polyimide,,,,,,,
P109,Polyurethane,,,,,,,
P109,Polyethylene,,,,,,,
P110,Polyimide,,,,,,,
P110,Polysiloxane,,,,,,,
P110,Polyurethane,,,,,,,
P110,BaTiO3,,,,,,,
P110,Polylactic acid,,,,,,,
P110,Elastomer,,,,,,,
P110,PVDF,,,,,,,
P110,Polyethylene,,,,,,,
P111,Polyimide,,,,,,,
P111,PVDF-TrFE,,,,,,,
P111,Polyurethane,,,,,,,
P111,BaTiO3,,,,,,,
P111,Polylactic acid,,,,,,,
P111,PVDF,,,,,,,
P111,PEG,,,,,,,
P111,Hydrogel,,,,,,,
P111,Polyethylene,,,,,,,
P112,Polyimide,,,,,,,
P112,Polyacrylate,,,,,,,
P112,Polyurethane,,,,,,,
P112,Polylactic acid,,,,,,,
P112,Chitosan,,,,,,,
P112,PVDF,,,,,,,
P112,Polyethylene,,,,,,,
P113,Polyimide,,,,,,,
P113,PVDF-TrFE,,,,,,,
P113,Polysiloxane,,,,,,,
P113,Polyamide,,,,,,,
P113,Polyurethane,,,,,,,
P113,BaTiO3,,,,,,,
P113,Polylactic acid,,,,,,,
P113,PDMS,,,,,,,
P113,Elastomer,,,,,,,
P113,PVDF,,,,,,,
P113,Polyethylene,,,,,,,
P114,Polyimide,,,,,,,
P114,PVDF-TrFE,,,,,,,
P114,Polysiloxane,,,,,,,
P114,Self-healing,,,,,,,
P114,Polyurethane,,,,,,,
P114,BaTiO3,,,,,,,
P114,Hydrogel,,,,,,,
P114,Polylactic acid,,,,,,,
P114,PEDOT:PSS,,,,,,,
P114,PDMS,,,,,,,
P114,Ionic liquid,,,,,,,
P114,PEG,,,,,,,
P114,Shape memory polymer,,,,,,,
P114,Elastomer,,,,,,,
P114,PVDF,,,,,,,
P114,SBR,,,,,,,
P114,Polyethylene,,,,,,,
P115,Polyimide,,,,,,,
P115,PVDF-TrFE,,,,,,,
P115,Polyamide,,,,,,,
P115,Polyurethane,,,,,,,
P115,BaTiO3,,,,,,,
P115,Hydrogel,,,,,,,
P115,Polylactic acid,,,,,,,
P115,PEDOT:PSS,,,,,,,
P115,Chitosan,,,,,,,
P115,PCL,,,,,,,
P115,Gelatin,,,,,,,
P115,Elastomer,,,,,,,
P115,PVDF,,,,,,,
P115,Polyethylene,,,,,,,
P116,Polyimide,,,,,,,
P116,PVDF-TrFE,,,,,,,
P116,Polyamide,,,,,,,
P116,Polyurethane,,,,,,,
P116,Polylactic acid,,,,,,,
P116,Ionic liquid,,,,,,,
P116,Polyester,,,,,,,
P116,Elastomer,,,,,,,
P116,PVDF,,,,,,,
P116,Polyethylene,,,,,,,
P117,Polyimide,,,,,,,
P117,PVDF-TrFE,,,,,,,
P117,Polysiloxane,,,,,,,
P117,Polyamide,,,,,,,
P117,Polyurethane,,,,,,,
P117,BaTiO3,,,,,,,
P117,Polylactic acid,,,,,,,
P117,PDMS,,,,,,,
P117,Elastomer,,,,,,,
P117,PVDF,,,,,,,
P117,Polyethylene,,,,,,,
P118,Polyimide,,,,,,,
P118,Self-healing,,,,,,,
P118,Polyurethane,,,,,,,
P118,Polylactic acid,,,,,,,
P118,Gelatin,,,,,,,
P118,Elastomer,,,,,,,
P118,Hydrogel,,,,,,,
P118,Polyethylene,,,,,,,
P119,Polyimide,,,,,,,
P119,Polysiloxane,,,,,,,
P119,Polyurethane,,,,,,,
P119,Hydrogel,,,,,,,
P119,Polylactic acid,,,,,,,
P119,PCL,,,,,,,
P119,PEG,,,,,,,
P119,Polyester,,,,,,,
P119,PVDF,,,,,,,
P119,Polyethylene,,,,,,,
P120,Polyimide,,,,,,,
P120,PVDF-TrFE,,,,,,,
P120,Polyurethane,,,,,,,
P120,BaTiO3,,,,,,,
P120,Polylactic acid,,,,,,,
P120,PVDF,,,,,,,
P120,PEG,,,,,,,
P120,Elastomer,,,,,,,
P120,Hydrogel,,,,,,,
P120,Polyethylene,,,,,,,
P121,Polyimide,,,,,,,
P121,PVDF-TrFE,,,,,,,
P121,Polyamide,,,,,,,
P121,Polyurethane,,,,,,,
P121,BaTiO3,,,,,,,
P121,Hydrogel,,,,,,,
P121,Polylactic acid,,,,,,,
P121,PEDOT:PSS,,,,,,,
P121,Chitosan,,,,,,,
P121,PCL,,,,,,,
P121,Gelatin,,,,,,,
P121,Elastomer,,,,,,,
P121,PVDF,,,,,,,
P121,Polyethylene,,,,,,,
P122,Polyimide,,,,,,,
P122,Polyurethane,,,,,,,
P122,Hydrogel,,,,,,,
P122,Polylactic acid,,,,,,,
P122,PEDOT:PSS,,,,,,,
P122,Elastomer,,,,,,,
P122,PVDF,,,,,,,
P122,Polyethylene,,,,,,,
P123,Polyimide,,,,,,,
P123,Self-healing,,,,,,,
P123,Polyurethane,,,,,,,
P123,Polyamide,,,,,,,
P123,BaTiO3,,,,,,,
P123,Polylactic acid,,,,,,,
P123,PCL,,,,,,,
P123,PEG,,,,,,,
P123,Elastomer,,,,,,,
P123,PVDF,,,,,,,
P123,Polyethylene,,,,,,,
P124,Polyimide,,,,,,,
P124,Polyacrylate,,,,,,,
P124,Polyurethane,,,,,,,
P124,Polylactic acid,,,,,,,
P124,PEG,,,,,,,
P124,Chitosan,,,,,,,
P124,PVDF,,,,,,,
P124,Polyethylene,,,,,,,
P125,Polyimide,,,,,,,
P125,Polyurethane,,,,,,,
P125,BaTiO3,,,,,,,
P125,Polylactic acid,,,,,,,
P125,PDMS,,,,,,,
P125,PEG,,,,,,,
P125,PVDF,,,,,,,
P125,Polyethylene,,,,,,,
P126,Polyimide,,,,,,,
P126,PVDF-TrFE,,,,,,,
P126,Polyurethane,,,,,,,
P126,Hydrogel,,,,,,,
P126,Polylactic acid,,,,,,,
P126,PEDOT:PSS,,,,,,,
P126,Gelatin,,,,,,,
P126,Elastomer,,,,,,,
P126,PVDF,,,,,,,
P126,Polyethylene,,,,,,,
P128,Polyimide,,,,,,,
P128,Self-healing,,,,,,,
P128,Polyurethane,,,,,,,
P128,Polyamide,,,,,,,
P128,Ionogel,,,,,,,
P128,Polylactic acid,,,,,,,
P128,PVDF,,,,,,,
P128,Ionic liquid,,,,,,,
P128,PEG,,,,,,,
P128,Elastomer,,,,,,,
P128,Hydrogel,,,,,,,
P128,Polyethylene,,,,,,,
P129,Polyimide,,,,,,,
P129,PVDF-TrFE,,,,,,,
P129,Polythiophene,,,,,,,
P129,Polyurethane,,,,,,,
P129,Polyelectrolyte,,,,,,,
P129,Hydrogel,,,,,,,
P129,Polylactic acid,,,,,,,
P129,PEDOT:PSS,,,,,,,
P129,PDMS,,,,,,,
P129,PCL,,,,,,,
P129,Chitosan,,,,,,,
P129,Alginate,,,,,,,
P129,Gelatin,,,,,,,
P129,PEG,,,,,,,
P129,Polyester,,,,,,,
P129,Elastomer,,,,,,,
P129,PVDF,,,,,,,
P129,Polyethylene,,,,,,,
P130,Polyimide,,,,,,,
P130,Polyurethane,,,,,,,
P130,BaTiO3,,,,,,,
P130,Polylactic acid,,,,,,,
P130,PDMS,,,,,,,
P130,PEG,,,,,,,
P130,PVDF,,,,,,,
P130,Polyethylene,,,,,,,
P131,Polyimide,,,,,,,
P131,PVDF-TrFE,,,,,,,
P131,Polyurethane,,,,,,,
P131,Hydrogel,,,,,,,
P131,Polylactic acid,,,,,,,
P131,PEDOT:PSS,,,,,,,
P131,Gelatin,,,,,,,
P131,Elastomer,,,,,,,
P131,PVDF,,,,,,,
P131,Polyethylene,,,,,,,
P132,Polyimide,,,,,,,
P132,Self-healing,,,,,,,
P132,Polyurethane,,,,,,,
P132,Polyamide,,,,,,,
P132,Ionogel,,,,,,,
P132,Polylactic acid,,,,,,,
P132,PVDF,,,,,,,
P132,Ionic liquid,,,,,,,
P132,PEG,,,,,,,
P132,Elastomer,,,,,,,
P132,Hydrogel,,,,,,,
P132,Polyethylene,,,,,,,
P133,Polyimide,,,,,,,
P133,PVDF-TrFE,,,,,,,
P133,Polyurethane,,,,,,,
P133,Polylactic acid,,,,,,,
P133,Elastomer,,,,,,,
P133,PVDF,,,,,,,
P133,Polyethylene,,,,,,,
P134,Polyimide,,,,,,,
P134,Self-healing,,,,,,,
P134,Polyurethane,,,,,,,
P134,Polyamide,,,,,,,
P134,BaTiO3,,,,,,,
P134,Polylactic acid,,,,,,,
P134,PCL,,,,,,,
P134,PEG,,,,,,,
P134,Elastomer,,,,,,,
P134,PVDF,,,,,,,
P134,Polyethylene,,,,,,,
P135,Polyimide,,,,,,,
P135,PVDF-TrFE,,,,,,,
P135,Polythiophene,,,,,,,
P135,Polyurethane,,,,,,,
P135,Polyelectrolyte,,,,,,,
P135,Hydrogel,,,,,,,
P135,Polylactic acid,,,,,,,
P135,PEDOT:PSS,,,,,,,
P135,PDMS,,,,,,,
P135,PCL,,,,,,,
P135,Chitosan,,,,,,,
P135,Alginate,,,,,,,
P135,Gelatin,,,,,,,
P135,PEG,,,,,,,
P135,Polyester,,,,,,,
P135,Elastomer,,,,,,,
P135,PVDF,,,,,,,
P135,Polyethylene,,,,,,,
P136,Polyimide,,,,,,,
P136,PVDF-TrFE,,,,,,,
P136,Polyurethane,,,,,,,
P136,BaTiO3,,,,,,,
P136,Polylactic acid,,,,,,,
P136,PVDF,,,,,,,
P136,PEG,,,,,,,
P136,Hydrogel,,,,,,,
P136,Polyethylene,,,,,,,
P137,Polyimide,,,,,,,
P137,PVDF-TrFE,,,,,,,
P137,Polyurethane,,,,,,,
P137,Polylactic acid,,,,,,,
P137,Elastomer,,,,,,,
P137,PVDF,,,,,,,
P137,Polyethylene,,,,,,,
P139,Polyimide,,,,,,,
P139,Polyurethane,,,,,,,
P139,Polylactic acid,,,,,,,
P139,Elastomer,,,,,,,
P139,Polyethylene,,,,,,,
P140,Polyimide,,,,,,,
P140,Self-healing,,,,,,,
P140,Polyurethane,,,,,,,
P140,Polylactic acid,,,,,,,
P140,PVDF,,,,,,,
P140,Elastomer,,,,,,,
P140,Hydrogel,,,,,,,
P140,Polyethylene,,,,,,,
P141,Polyimide,,,,,,,
P141,Polyacrylate,,,,,,,
P141,Polyurethane,,,,,,,
P141,Polylactic acid,,,,,,,
P141,PEG,,,,,,,
P141,Chitosan,,,,,,,
P141,PVDF,,,,,,,
P141,Polyethylene,,,,,,,
P142,Polyimide,,,,,,,
P142,Polyurethane,,,,,,,
P142,Hydrogel,,,,,,,
P142,Polylactic acid,,,,,,,
P142,PEDOT:PSS,,,,,,,
P142,Elastomer,,,,,,,
P142,PVDF,,,,,,,
P142,Polyethylene,,,,,,,
P143,Polyimide,,,,,,,
P143,Polyurethane,,,,,,,
P143,Polylactic acid,,,,,,,
P143,Elastomer,,,,,,,
P143,Polyethylene,,,,,,,
P144,Polyimide,,,,,,,
P144,Polysiloxane,,,,,,,
P144,Polyurethane,,,,,,,
P144,Hydrogel,,,,,,,
P144,Polylactic acid,,,,,,,
P144,PCL,,,,,,,
P144,PEG,,,,,,,
P144,Polyester,,,,,,,
P144,PVDF,,,,,,,
P144,Polyethylene,,,,,,,
P145,Polyimide,,,,,,,
P145,Polyurethane,,,,,,,
P145,Polylactic acid,,,,,,,
P145,Elastomer,,,,,,,
P145,Polyethylene,,,,,,,
P146,Polyimide,,,,,,,
P146,PVDF-TrFE,,,,,,,
P146,Polyamide,,,,,,,
P146,Polyurethane,,,,,,,
P146,Polylactic acid,,,,,,,
P146,PVDF,,,,,,,
P146,Chitosan,,,,,,,
P146,Gelatin,,,,,,,
P146,PEG,,,,,,,
P146,Elastomer,,,,,,,
P146,Hydrogel,,,,,,,
P146,Polyethylene,,,,,,,
P147,Polyimide,,,,,,,
P147,Polyamide,,,,,,,
P147,Polyurethane,,,,,,,
P147,Polylactic acid,,,,,,,
P147,PDMS,,,,,,,
P147,PCL,,,,,,,
P147,PEG,,,,,,,
P147,Elastomer,,,,,,,
P147,PVDF,,,,,,,
P147,Polyethylene,,,,,,,
P148,Polylactic acid,,,,,,,
P148,Polyimide,,,,,,,
P148,Polyurethane,,,,,,,
P148,Polyethylene,,,,,,,
P149,Polyimide,,,,,,,
P149,Self-healing,,,,,,,
P149,Polyurethane,,,,,,,
P149,Polylactic acid,,,,,,,
P149,PDMS,,,,,,,
P149,PEG,,,,,,,
P149,Polyester,,,,,,,
P149,Vitrimer,,,,,,,
P149,Elastomer,,,,,,,
P149,Hydrogel,,,,,,,
P149,Polyethylene,,,,,,,
P150,Polysulfide,,,,,,,
P150,Boronic ester,,,,,,,
P150,PEG,,,,,,,
P150,Polyester,,,,,,,
P150,Vitrimer,,,,,,,
P150,Thiourea,,,,,,,
P150,Polyimide,,,,,,,
P150,Polyacrylate,,,,,,,
P150,Polysiloxane,,,,,,,
P150,Natural rubber,,,,,,,
P150,Elastomer,,,,,,,
P150,Polyethylene,,,,,,,
P150,Furan,,,,,,,
P150,Self-healing,,,,,,,
P150,Polyurethane,,,,,,,
P150,Polylactic acid,,,,,,,
P150,PCL,,,,,,,
P150,Shape memory polymer,,,,,,,
P150,Hydrogel,,,,,,,
P151,Furan,,,,,,,
P151,Polyimide,,,,,,,
P151,Block copolymer,,,,,,,
P151,Polyurethane,,,,,,,
P151,Polylactic acid,,,,,,,
P151,PCL,,,,,,,
P151,Polyester,,,,,,,
P151,Elastomer,,,,,,,
P151,Polyethylene,,,,,,,
P152,Furan,,,,,,,
P152,Polyimide,,,,,,,
P152,Polysiloxane,,,,,,,
P152,Polyurethane,,,,,,,
P152,Polylactic acid,,,,,,,
P152,PCL,,,,,,,
P152,PEG,,,,,,,
P152,Elastomer,,,,,,,
P152,Polyethylene,,,,,,,
P153,Polyimide,,,,,,,
P153,Block copolymer,,,,,,,
P153,Self-healing,,,,,,,
P153,Polyurethane,,,,,,,
P153,Polyamide,,,,,,,
P153,Polyelectrolyte,,,,,,,
P153,Ionogel,,,,,,,
P153,Polylactic acid,,,,,,,
P153,PEDOT:PSS,,,,,,,
P153,Ionic liquid,,,,,,,
P153,PEG,,,,,,,
P153,Shape memory polymer,,,,,,,
P153,Polyester,,,,,,,
P153,Elastomer,,,,,,,
P153,Hydrogel,,,,,,,
P153,Polyethylene,,,,,,,
P154,Furan,,,,,,,
P154,Polyimide,,,,,,,
P154,Boronic ester,,,,,,,
P154,Self-healing,,,,,,,
P154,Polyurethane,,,,,,,
P154,Polyelectrolyte,,,,,,,
P154,Ionogel,,,,,,,
P154,Polylactic acid,,,,,,,
P154,PDMS,,,,,,,
P154,PCL,,,,,,,
P154,Ionic liquid,,,,,,,
P154,Vitrimer,,,,,,,
P154,Chitosan,,,,,,,
P154,Alginate,,,,,,,
P154,PEG,,,,,,,
P154,Elastomer,,,,,,,
P154,Hydrogel,,,,,,,
P154,Polyethylene,,,,,,,
P155,Polyimide,,,,,,,
P155,Polyacrylate,,,,,,,
P155,Block copolymer,,,,,,,
P155,Self-healing,,,,,,,
P155,Polyurethane,,,,,,,
P155,Polylactic acid,,,,,,,
P155,Lipoic acid,,,,,,,
P155,Elastomer,,,,,,,
P155,Hydrogel,,,,,,,
P155,Polyethylene,,,,,,,
P156,Polyimide,,,,,,,
P156,Polyacrylate,,,,,,,
P156,Self-healing,,,,,,,
P156,Polyurethane,,,,,,,
P156,Polylactic acid,,,,,,,
P156,Polyester,,,,,,,
P156,Elastomer,,,,,,,
P156,Hydrogel,,,,,,,
P156,Polyethylene,,,,,,,
P157,Furan,,,,,,,
P157,Polyimide,,,,,,,
P157,Polyurethane,,,,,,,
P157,Polylactic acid,,,,,,,
P157,Polyester,,,,,,,
P157,Elastomer,,,,,,,
P157,Polyethylene,,,,,,,
P158,Polyimide,,,,,,,
P158,Polyurethane,,,,,,,
P158,Polyelectrolyte,,,,,,,
P158,Polylactic acid,,,,,,,
P158,PEG,,,,,,,
P158,Elastomer,,,,,,,
P158,SBR,,,,,,,
P158,Polyethylene,,,,,,,
P159,Furan,,,,,,,
P159,Polyimide,,,,,,,
P159,Self-healing,,,,,,,
P159,Polyurethane,,,,,,,
P159,Polylactic acid,,,,,,,
P159,PCL,,,,,,,
P159,PEG,,,,,,,
P159,Shape memory polymer,,,,,,,
P159,Elastomer,,,,,,,
P159,Hydrogel,,,,,,,
P159,Polyethylene,,,,,,,
P161,Polyimide,,,,,,,
P161,Self-healing,,,,,,,
P161,Polyurethane,,,,,,,
P161,Polyamide,,,,,,,
P161,Polylactic acid,,,,,,,
P161,PDMS,,,,,,,
P161,PCL,,,,,,,
P161,Gelatin,,,,,,,
P161,Shape memory polymer,,,,,,,
P161,PEG,,,,,,,
P161,Polyester,,,,,,,
P161,Elastomer,,,,,,,
P161,Hydrogel,,,,,,,
P161,SBR,,,,,,,
P161,Polyethylene,,,,,,,
P162,Polyimide,,,,,,,
P162,Self-healing,,,,,,,
P162,Polyurethane,,,,,,,
P162,Polylactic acid,,,,,,,
P162,Shape memory polymer,,,,,,,
P162,Elastomer,,,,,,,
P162,Polyethylene,,,,,,,
P163,Polyimide,,,,,,,
P163,Self-healing,,,,,,,
P163,Polyurethane,,,,,,,
P163,Polylactic acid,,,,,,,
P163,Shape memory polymer,,,,,,,
P163,Elastomer,,,,,,,
P163,Polyethylene,,,,,,,
P164,Polyimide,,,,,,,
P164,Polysiloxane,,,,,,,
P164,Polyamide,,,,,,,
P164,Polyurethane,,,,,,,
P164,Polylactic acid,,,,,,,
P164,Gelatin,,,,,,,
P164,Shape memory polymer,,,,,,,
P164,Elastomer,,,,,,,
P164,Hydrogel,,,,,,,
P164,Polyethylene,,,,,,,
P165,Furan,,,,,,,
P165,Polyimide,,,,,,,
P165,Boronic ester,,,,,,,
P165,Block copolymer,,,,,,,
P165,Self-healing,,,,,,,
P165,Polyurethane,,,,,,,
P165,Polylactic acid,,,,,,,
P165,Shape memory polymer,,,,,,,
P165,Gelatin,,,,,,,
P165,PCL,,,,,,,
P165,PEG,,,,,,,
P165,Vitrimer,,,,,,,
P165,Thiourea,,,,,,,
P165,Elastomer,,,,,,,
P165,Hydrogel,,,,,,,
P165,SBR,,,,,,,
P165,Polyethylene,,,,,,,
P166,Furan,,,,,,,
P166,Polyimide,,,,,,,
P166,Polyacrylate,,,,,,,
P166,Self-healing,,,,,,,
P166,Polyurethane,,,,,,,
P166,Polyamide,,,,,,,
P166,Polyelectrolyte,,,,,,,
P166,Polylactic acid,,,,,,,
P166,PCL,,,,,,,
